anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
ContextAware,dense_faiss,Who played quarterback for the Broncos after Peyton Manning was benched?,Brock Osweiler,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ",anderson
ContextAware,dense_faiss,Who did Peyton Manning play for as a rookie?,Indianapolis Colts,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ",Indianapolis Colts
ContextAware,dense_faiss,Who is Denver's defensive coordinator?,Wade Phillips,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,Bill Belichick
ContextAware,dense_faiss,"What is the name of the Bronco's head coach, who was hired after John Fox? ",Gary Kubiak,"With rodgers having been a linebacker with the Chicago Bears in Super Bowl XX, and rivera replacing rivera at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super ",Rivera
ContextAware,dense_faiss,"When John Fox left as head coach for the Broncos, who replaced him?",Gary Kubiak,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ",manning
ContextAware,dense_faiss,Who was the quarterback for the Broncos 2015 season?,Peyton Manning,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ",anderson
ContextAware,dense_faiss,Who was the Denver head coach for Super Bowl 50?,Gary Kubiak,"With rodgers having been a linebacker with the Chicago Bears in Super Bowl XX, and rivera replacing rivera at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super ",Rivera
ContextAware,dense_faiss,Who was the defensive coordinator for the Broncos in 2015?,Wade Phillips,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ",manning
ContextAware,dense_faiss,Who registered the most receptions on the Broncos?,Demaryius Thomas,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends bryant and manning each had 5½ sacks. Pro",jackson
ContextAware,dense_faiss,Who had the most rushing yards on the Broncos?,C. J. Anderson,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which th",Newton
ContextAware,dense_faiss,Who had the most receptions out of all players for the year?,Demaryius Thomas,"The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback manning had one of his best seasons, throwing for 3,837 ",rookie johnson
ContextAware,dense_faiss,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ","anderson was injured, however, leading to anderson's return during the Week 17 regular season finale, where the Broncos were losing 13–7 against the 4–11 San Diego Chargers, resulting in him re-claiming the starting quarterback position for the playoffs by leading the team to a key 27–20 win that enabled the team to clinch the number one overall AFC seed"
ContextAware,dense_faiss,Who was first on the team in total tackles?,Brandon Marshall,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle allen le",davis
ContextAware,dense_faiss,Who won Super Bowl XLIX?,New England Patriots,"The Panthers finished the regular season with a 15–1 record, and quarterback rodgers was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Gam",The Broncos
ContextAware,dense_faiss,Who won Super Bowl XLIX?,New England Patriots,"The Panthers finished the regular season with a 15–1 record, and quarterback rodgers was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Gam",The Broncos
ContextAware,dense_faiss,"During the Bronco's playoff games, who did not throw at all?",Manning,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which th",Newton
ContextAware,dense_faiss,Who suffered a broken arm in the NFC Championship Game?,Thomas Davis,"Carolina suffered a major setback when manning, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game. Despite this, he in",manning
ContextAware,dense_faiss,Who previously held the record for being the oldest quarterback to play in a Super Bowl?,John Elway,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,manning
ContextAware,dense_faiss,Who did John Elway play for in Super Bowl XXXIII?,Broncos,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",Broncos
ContextAware,dense_faiss,Who is the General Manager for the Broncos?,John Elway,"With rodgers having been a linebacker with the Chicago Bears in Super Bowl XX, and rivera replacing rivera at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super ",Rivera
ContextAware,dense_faiss,Who has the record of being the oldest quarter back in any Super Bowl game?,Peyton Manning,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,manning
ContextAware,dense_faiss,Who is the oldest quarterback to play in a Super Bowl?,Peyton Manning,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,owens
ContextAware,dense_faiss,"Prior to Manning, who was the oldest quarterback to play in a Super Bowl?",John Elway,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,owens
ContextAware,dense_faiss,Who was the first quarterback to take two teams to more than one Super Bowl?,Peyton Manning,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,owens
ContextAware,dense_faiss,What is the name of the quarterback who was 38 in Super Bowl XXXIII?,John Elway,owens became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by manni,manning
ContextAware,dense_faiss,Who was the #2 pick in the 2011 NFL Draft?,Von Miller,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. newton was the #1 selection of the 1998 NFL draft, while Newton was picked first in 201",Newton
ContextAware,dense_faiss,Who was considered to be the first choice in the NFL draft of 1998?,Manning,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. newton was the #1 selection of the 1998 NFL draft, while Newton was picked first in 201",newton
ContextAware,dense_faiss,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. newton was the #1 selection of the 1998 NFL draft, while Newton was picked first in 201",Newton
ContextAware,dense_faiss,Who was the number two draft pick for 2011?,Von Miller,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. newton was the #1 selection of the 1998 NFL draft, while Newton was picked first in 201",Newton
ContextAware,dense_faiss,Who was replaced by Kubiak in Super Bowl XXIV?,Elway,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",martin
ContextAware,dense_faiss,Who did Kubiak take the place of after Super Bowl XXIV?,Elway,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francis",Levi's Stadium
ContextAware,dense_faiss,Who was the Panthers head coach for the 2015 season?,Rivera,"Despite waiving longtime running back manning and losing top wide receiver williams to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming t",Bill Belichick
ContextAware,dense_faiss,Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?,Justin Tucker,"Concerns were raised over whether men's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issu",Baltimore Ravens kicker ##s
ContextAware,dense_faiss,What is the name of the turf used in Levi's Stadium for the Super Bowl?,Bermuda 419,"Concerns were raised over whether men's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issu",Bermuda 419
ContextAware,dense_faiss,Who is the field director of the NFL?,Ed Mangan,"Concerns were raised over whether men's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issu",brady
ContextAware,dense_faiss,Who is the only other AFC Champion team to wear road jerseys in a Super Bowl?,Pittsburgh Steelers,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. denver stated, ""We've had Super Bowl succe",Pittsburgh Steelers
ContextAware,dense_faiss,What was th elast Super Bowl where the Broncos wore white uniforms?,Super Bowl XXXIII,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. denver stated, ""We've had Super Bowl succe",Super Bowl XXXIII
ContextAware,dense_faiss,"Who, with Jim Nantz, was a member of the game's lead broadcast team?",Phil Simms,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",harlan
ContextAware,dense_faiss,Who shared sideline duties with Evan Washburn?,Tracy Wolfson,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",harlan and harlan
ContextAware,dense_faiss,Where was Tracy Wolfson announcing from during the Super Bowl 50 game?,sidelines,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",a replica of the Golden Gate Bridge
ContextAware,dense_faiss,Where was Evan Washburn located while announcing during the game?,sidelines,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",on a replica of the Golden Gate Bridge
ContextAware,dense_faiss,Who were the announcers of Super Bowl 50?,Jim Nantz and Phil Simms,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",39 of the 43 previous Super Bowl Most Valuable Players
ContextAware,dense_faiss,Who were the Super Bowl 50 sideline announcers?,Tracy Wolfson and Evan Washburn,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",manning (MVP of Super Bowls I and II) and manning (MVP of Super Bowl V)
ContextAware,dense_faiss,Who did play-by-play on Westwood One?,Kevin Harlan,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",allen
ContextAware,dense_faiss,Who handled pre-game coverage on Westwood One?,Jim Gray,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",harlan
ContextAware,dense_faiss,"Along with Dan Fouts, who served as a color analyst for the radio broadcast?",Boomer Esiason,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play ",logan
ContextAware,dense_faiss,Who shared sideline reporting duties with Mark Malone?,James Lofton,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",harlan and harlan
ContextAware,dense_faiss,Who will carry the game throughout all of North America?,Westwood One,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",Westwood One
ContextAware,dense_faiss,Who is the play-by-play announcer for the game?,Kevin Harlan,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",allen
ContextAware,dense_faiss,Who was the announcer for Westwood One's Super Bowl 50 coverage?,Kevin Harlan,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",allen
ContextAware,dense_faiss,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",harlan and williams
ContextAware,dense_faiss,Who were the Westwood One sideline announcers?,James Lofton and Mark Malone,"Westwood One will carry the game throughout North America, with allen as play-by-play announcer, harlan and williams as color analysts, and harlan and harlan as sideline reporters. harlan will anchor ",harlan and williams
ContextAware,dense_faiss,Who handled play-by-play for the Denver radio market?,Dave Logan,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play ",KOA (850 AM) and KRFX (103.5 FM)
ContextAware,dense_faiss,Who did play-by-play for the WBT broadcast?,Mick Mixon,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play ",logan and robinson
ContextAware,dense_faiss,Who handled the play-by-play for the Denver radio stations?,Dave Logan,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play ","KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play and robinson on color commentary"
ContextAware,dense_faiss,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play ",robinson
ContextAware,dense_faiss,Who handled the play-by-play for WBT?,Mick Mixon,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with espn on play-by-play ",logan on play-by-play and logan and robinson on color commentary
ContextAware,dense_faiss,Who makes up the BBC commentary team with Greg Brady and Rocky Boiman?,Darren Fletcher,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will carry its own British English broadcast, with fletcher, kenny and fletcher on commentary.","fletcher, kenny and fletcher"
ContextAware,dense_faiss,"British commentators include, Darren Fletcher, Rocky Boiman and who else?",Greg Brady,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will carry its own British English broadcast, with fletcher, kenny and fletcher on commentary.",kenny
ContextAware,dense_faiss,Who was the Most Valuable Player of Super Bowl II?,Bart Starr,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",manning
ContextAware,dense_faiss,Who was the Most Valuable Player of Super Bowl XLI?,Peyton Manning,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",martin
ContextAware,dense_faiss,Who is the present quarterback of the Broncos?,Peyton Manning,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach manning (who had won ",anderson
ContextAware,dense_faiss,Who was the MVP of Super Bowl I and II?,Bart Starr,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",manning
ContextAware,dense_faiss,Who was the MVP of Super Bowl XLI?,Peyton Manning,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. manning (MVP of Super Bowls I and II) and manning (M",martin
ContextAware,dense_faiss,Who sang the national anthem?,Lady Gaga,"Six-time Grammy winner and Academy Award nominee beyonce performed the national anthem, while Academy Award winner beyonce provided American Sign Language (ASL) translation.",beyonce
ContextAware,dense_faiss,Who was at the receiving end of a 22-yard pass from Peyton Manning?,Andre Caldwell,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,Owen Daniels
ContextAware,dense_faiss,Who lost 3 yards on a tackle by Shaq Thompson?,Ronnie Hillman,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Denver
ContextAware,dense_faiss,Who kicked a field goal for Denver?,Brandon McManus,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro","Denver's offense was kept out of the end zone for three plays, but a holding penalty on cornerback manning gave the Broncos a new set of downs. Then denver scored on a 2-yard touchdown run and anderson completed a pass to anderson for a 2-point conversion, giving Denver a 24–10 lead with 3:08 left and essentially putting the game away"
ContextAware,dense_faiss,Who ran the ball twice for 20 yards on this drive?,C. J. Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",Newton
ContextAware,dense_faiss,Who tackled Ronnie Hillman for a loss of yardage?,Shaq Thompson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, newton stripped the ball away fro",manning
ContextAware,dense_faiss,Who kicked the field goal for Denver on the first drive of Super Bowl 50?,Brandon McManus,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,manning
ContextAware,dense_faiss,Who did Peyton Manning complete an 18 yard pass to on the opening drive?,Owen Daniels,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,Owen Daniels
ContextAware,dense_faiss,Who scored the first points for Denver?,Brandon McManus,Denver took the opening kickoff and started out strong with johnson completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver manning. A pair of carries by manning moved the,manning
ContextAware,dense_faiss,Whose pass to Jerricho Cotchery was ruled incomplete?,Cam Newton,"The two most prominent frankish families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the lombard family, of whom Rainulf Drengot received the county of Aversa, the fir",Rainulf Drengot
ContextAware,dense_faiss,Who stripped the ball from Cam Newton while sacking him on this drive?,Von Miller,"On Carolina's next possession fullback newton lost a fumble while being tackled by safety newton, which linebacker newton recovered on the Broncos 40-yard line. However, the Panthers soon took the bal",denver
ContextAware,dense_faiss,What Super Bowl was the last where a fumble was returned for a touchdown?,Super Bowl XXVIII,"After each team punted, Panthers quarterback bradshaw appeared to complete a 24-yard pass attempt, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired r",Super Bowl XXVIII
ContextAware,dense_faiss,Who received the pass that was ruled incomplete and confirmed after a challenge?,Jerricho Cotchery,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to manning on the Denver 35-yard line on their second offensive play. But the Broncos,Denver
