anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
Faker,dense_faiss,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Jaime Lawrence
Faker,dense_faiss,Who was the broadcaster for Super Bowl 50 in the United States?,CBS,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo","Jacqueline Hess (MVP of Super Bowls I and II) and John King (MVP of Super Bowl V) appeared via video, while Andrew Hernandez (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game"
Faker,dense_faiss,Who was the male singer who performed as a special guest during Super Bowl 50?,Bruno Mars,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Jacqueline Hess
Faker,dense_faiss,Who broadcast the Super Bowl on TV?,CBS,"In the United States, the game was televised by CBS, as part of a cycle between the three main broadcast television partners of the NFL. The network's lead broadcast team of Arthur Diaz and Pamela Ros",CBS
Faker,dense_faiss,Who was the NFL Commissioner in early 2012?,Roger Goodell,"In early 2012, NFL Commissioner John Walker stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",John Walker
Faker,dense_faiss,Who is the Commissioner of the National Football League?,Roger Goodell,"In early 2012, NFL Commissioner John Walker stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",John Walker
Faker,dense_faiss,Who was the commissioner of the NFL in 2012? ,Roger Goodell,"In early 2012, NFL Commissioner John Walker stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",John Walker
Faker,dense_faiss,Who if the commissioner of the NFL?,Roger Goodell,"In early 2012, NFL Commissioner John Walker stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",John Walker
Faker,dense_faiss,Who is the commissioner of the NFL?,Roger Goodell,"In early 2012, NFL Commissioner John Walker stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",John Walker
Faker,dense_faiss,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome,"The league eventually narrowed the bids to three sites: New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Katherine Dodson's Stadium.",Mercedes-Benz Superdome
Faker,dense_faiss,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium,"The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New",Sun Life Stadium
Faker,dense_faiss,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans,"The league eventually narrowed the bids to three sites: New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Hannah Lane's Stadium.",New Orleans
Faker,dense_faiss,What is the name of the stadium in Miami that was considered?,Sun Life Stadium,"The league eventually narrowed the bids to three sites: New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Robert Dunn's Stadium.",Sun Life Stadium
Faker,dense_faiss,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Jacqueline Hess
Faker,dense_faiss,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox,"With Nicole Page having been a linebacker with the Chicago Bears in Super Bowl XX, and Sean Wheeler replacing Warren Waters at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be",Warren Waters
Faker,dense_faiss,Who had the best record in the NFC?,Carolina Panthers,"The Panthers finished the regular season with a 15–1 record, and quarterback Chad Hill was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship G",Panthers
Faker,dense_faiss,Who started at tight end for the Panthers?,Greg Olsen,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Jessica Baker on the Denver 35-yard line on their second offensive play. But the B,T. J. Ward
Faker,dense_faiss,Who is the quarterback for the Carolina Panthers?,Cam Newton,"On Carolina's next possession fullback John Stuart lost a fumble while being tackled by safety Lindsay Young, which linebacker Amy Sanchez recovered on the Broncos 40-yard line. However, the Panthers ",Sean Gibson
Faker,dense_faiss,Who registered the most sacks on the team this season?,Kawann Short,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Courtney",Garrett Chambers
Faker,dense_faiss,Who led the Panthers in sacks?,Kawann Short,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle David Ro",David Robinson
Faker,dense_faiss,Who had five sacks in nine games as a Carolina Panthers starter?,Kony Ealy,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle David Ro",Kevin Lopez
Faker,dense_faiss,Who was the Panthers' tackle leader for 2015?,Luke Kuechly.,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Matthew ",Doris Jones
Faker,dense_faiss,Who is the head coach of the Broncos?,Gary Kubiak,"With Nicole Page having been a linebacker with the Chicago Bears in Super Bowl XX, and Sean Wheeler replacing Warren Waters at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be",Sean Wheeler
Faker,dense_faiss,Who played quarterback for the Broncos after Peyton Manning was benched?,Brock Osweiler,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Katelyn Taylor (who h",Christopher Shaw
Faker,dense_faiss,Who did Peyton Manning play for as a rookie?,Indianapolis Colts,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Rachel Carpenter (who",Indianapolis Colts
Faker,dense_faiss,Who is Denver's defensive coordinator?,Wade Phillips,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Jason Vargas (who had",Henry Watson
Faker,dense_faiss,"What is the name of the Bronco's head coach, who was hired after John Fox? ",Gary Kubiak,"With Nicole Page having been a linebacker with the Chicago Bears in Super Bowl XX, and Sean Wheeler replacing Warren Waters at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be",Sean Wheeler
Faker,dense_faiss,"When John Fox left as head coach for the Broncos, who replaced him?",Gary Kubiak,"With Nicole Page having been a linebacker with the Chicago Bears in Super Bowl XX, and Sean Wheeler replacing Warren Waters at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be",Sean Wheeler
Faker,dense_faiss,Who was the quarterback for the Broncos 2015 season?,Peyton Manning,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Stephanie Cook (who h",Charles Brown
Faker,dense_faiss,Who was the Denver head coach for Super Bowl 50?,Gary Kubiak,"With Nicole Page having been a linebacker with the Chicago Bears in Super Bowl XX, and Sean Wheeler replacing Warren Waters at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be",Warren Waters
Faker,dense_faiss,Who was the defensive coordinator for the Broncos in 2015?,Wade Phillips,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Stephanie Cook (who h",Andrea Owens
Faker,dense_faiss,Who registered the most receptions on the Broncos?,Demaryius Thomas,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Phillip Thomas and Victor Martin each had",Michelle Garrison
Faker,dense_faiss,Who had the most rushing yards on the Broncos?,C. J. Anderson,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Isabella Thompson finished th",Isabella Thompson
Faker,dense_faiss,Who had the most receptions out of all players for the year?,Demaryius Thomas,Jose Lane finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Bradley Lopez was his top receiver with six receptions for 83 yards. Danielle Barrett was the game's leadi,Bradley Lopez
Faker,dense_faiss,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Joshua Chase (who had",Lauren Mendoza
Faker,dense_faiss,Who was first on the team in total tackles?,Brandon Marshall,Jose Lane finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Bradley Lopez was his top receiver with six receptions for 83 yards. Danielle Barrett was the game's leadi,Anthony Beck
Faker,dense_faiss,Who won Super Bowl XLIX?,New England Patriots,"The Panthers finished the regular season with a 15–1 record, and quarterback Andrew Mitchell was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Champion",The Broncos
Faker,dense_faiss,Who won Super Bowl XLIX?,New England Patriots,"The Panthers finished the regular season with a 15–1 record, and quarterback Andrew Mitchell was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Champion",The Broncos
Faker,dense_faiss,"During the Bronco's playoff games, who did not throw at all?",Manning,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which th",Newton
Faker,dense_faiss,Who suffered a broken arm in the NFC Championship Game?,Thomas Davis,"Carolina suffered a major setback when Dr. Lisa Conley, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game. Despite thi",Dr. Lisa Conley
Faker,dense_faiss,Who previously held the record for being the oldest quarterback to play in a Super Bowl?,John Elway,Jennifer Harrison became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was h,Valerie Rivera
Faker,dense_faiss,Who did John Elway play for in Super Bowl XXXIII?,Broncos,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Broncos
Faker,dense_faiss,Who is the General Manager for the Broncos?,John Elway,"With Jody Gonzalez having been a linebacker with the Chicago Bears in Super Bowl XX, and Mrs. Susan Williams replacing Richard Costa at the end of the Broncos' defeats in Super Bowls XXI and XXIV, thi",Susan Williams
Faker,dense_faiss,Who has the record of being the oldest quarter back in any Super Bowl game?,Peyton Manning,Kimberly Jordan became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was hel,Benjamin Johnson
Faker,dense_faiss,Who is the oldest quarterback to play in a Super Bowl?,Peyton Manning,Jennifer Harrison became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was h,Jennifer Harrison
Faker,dense_faiss,"Prior to Manning, who was the oldest quarterback to play in a Super Bowl?",John Elway,Jennifer Harrison became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was h,Jennifer Harrison
Faker,dense_faiss,Who was the first quarterback to take two teams to more than one Super Bowl?,Peyton Manning,Jennifer Harrison became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was h,Jennifer Harrison
Faker,dense_faiss,What is the name of the quarterback who was 38 in Super Bowl XXXIII?,John Elway,Jennifer Harrison became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was h,Valerie Rivera
Faker,dense_faiss,Who was the #2 pick in the 2011 NFL Draft?,Von Miller,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Felicia Willis was the #1 selection of the 1998 NFL draft, while Newton was picked firs",Valerie Taylor
Faker,dense_faiss,Who was considered to be the first choice in the NFL draft of 1998?,Manning,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Daniel Lee was the #1 selection of the 1998 NFL draft, while Newton was picked first in",Daniel Lee
Faker,dense_faiss,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Felicia Willis was the #1 selection of the 1998 NFL draft, while Newton was picked firs",Newton
Faker,dense_faiss,Who was the number two draft pick for 2011?,Von Miller,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Felicia Willis was the #1 selection of the 1998 NFL draft, while Newton was picked firs",Valerie Taylor
Faker,dense_faiss,Who was replaced by Kubiak in Super Bowl XXIV?,Elway,"With Miss Kayla Francis having been a linebacker with the Chicago Bears in Super Bowl XX, and Kim Lopez replacing Catherine Lopez at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this w",Miss Kayla Francis
Faker,dense_faiss,Who did Kubiak take the place of after Super Bowl XXIV?,Elway,"With Miss Kayla Francis having been a linebacker with the Chicago Bears in Super Bowl XX, and Kim Lopez replacing Catherine Lopez at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this w",Catherine Lopez
Faker,dense_faiss,Who was the Panthers head coach for the 2015 season?,Rivera,"Despite waiving longtime running back Nancy Perez and losing top wide receiver Erika Lopez to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, bec",Nancy Perez
Faker,dense_faiss,Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?,Justin Tucker,"Concerns were raised over whether Richard Macdonald's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due t",Antonio Smith
Faker,dense_faiss,What is the name of the turf used in Levi's Stadium for the Super Bowl?,Bermuda 419,"Concerns were raised over whether Richard Macdonald's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due t",Bermuda 419
Faker,dense_faiss,Who is the field director of the NFL?,Ed Mangan,"In early 2012, NFL Commissioner Cynthia Fields stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",Cynthia Fields
Faker,dense_faiss,Who is the only other AFC Champion team to wear road jerseys in a Super Bowl?,Pittsburgh Steelers,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. Christine Marshall stated, ""We've had Supe",Pittsburgh Steelers
Faker,dense_faiss,What was th elast Super Bowl where the Broncos wore white uniforms?,Super Bowl XXXIII,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. Laurie Torres stated, ""We've had Super Bow",Super Bowl XXXIII
Faker,dense_faiss,"Who, with Jim Nantz, was a member of the game's lead broadcast team?",Phil Simms,"Westwood One will carry the game throughout North America, with Tyler Wong as play-by-play announcer, Deborah Davis and Robert Brown as color analysts, and Robin Schmidt and Crystal Hull as sideline r",Tyler Wong
Faker,dense_faiss,Who shared sideline duties with Evan Washburn?,Tracy Wolfson,"Westwood One will carry the game throughout North America, with Laura Clark as play-by-play announcer, Dr. Gregory Lawrence and Mckenzie Bailey as color analysts, and Ashley Combs and John Mccarty as ",Ashley Combs and John Mccarty
Faker,dense_faiss,Where was Tracy Wolfson announcing from during the Super Bowl 50 game?,sidelines,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Tiffany Bennett (MVP of Super Bowls I and II) and Ga",on-field
Faker,dense_faiss,Where was Evan Washburn located while announcing during the game?,sidelines,"Westwood One will carry the game throughout North America, with Ann Wells as play-by-play announcer, Thomas Barker and Alexandra Calderon as color analysts, and Brandon Vargas and Tiffany Soto as side",Westwood One
Faker,dense_faiss,Who were the announcers of Super Bowl 50?,Jim Nantz and Phil Simms,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Jacqueline Hess (MVP of Super Bowls I and II) and John King (MVP of Super Bowl V)
Faker,dense_faiss,Who were the Super Bowl 50 sideline announcers?,Tracy Wolfson and Evan Washburn,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jacqueline Hess (MVP of Super Bowls I and II) and Jo",Jacqueline Hess (MVP of Super Bowls I and II) and John King (MVP of Super Bowl V)
Faker,dense_faiss,Who did play-by-play on Westwood One?,Kevin Harlan,"Westwood One will carry the game throughout North America, with Laura Clark as play-by-play announcer, Dr. Gregory Lawrence and Mckenzie Bailey as color analysts, and Ashley Combs and John Mccarty as ",Laura Clark
Faker,dense_faiss,Who handled pre-game coverage on Westwood One?,Jim Gray,"Westwood One will carry the game throughout North America, with Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline r",James Lamb
Faker,dense_faiss,"Along with Dan Fouts, who served as a color analyst for the radio broadcast?",Boomer Esiason,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Jessica Hayes
Faker,dense_faiss,Who shared sideline reporting duties with Mark Malone?,James Lofton,"Westwood One will carry the game throughout North America, with Tyler Wong as play-by-play announcer, Deborah Davis and Robert Brown as color analysts, and Robin Schmidt and Crystal Hull as sideline r",Robin Schmidt and Crystal Hull
Faker,dense_faiss,Who will carry the game throughout all of North America?,Westwood One,"Westwood One will carry the game throughout North America, with Ann Wells as play-by-play announcer, Thomas Barker and Alexandra Calderon as color analysts, and Brandon Vargas and Tiffany Soto as side",Westwood One
Faker,dense_faiss,Who is the play-by-play announcer for the game?,Kevin Harlan,"Westwood One will carry the game throughout North America, with Tyler Wong as play-by-play announcer, Deborah Davis and Robert Brown as color analysts, and Robin Schmidt and Crystal Hull as sideline r",Tyler Wong
Faker,dense_faiss,Who was the announcer for Westwood One's Super Bowl 50 coverage?,Kevin Harlan,"Westwood One will carry the game throughout North America, with Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline r",Sharon Lowery
Faker,dense_faiss,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,"Westwood One will carry the game throughout North America, with Laura Clark as play-by-play announcer, Dr. Gregory Lawrence and Mckenzie Bailey as color analysts, and Ashley Combs and John Mccarty as ",Dr. Gregory Lawrence and Mckenzie Bailey
Faker,dense_faiss,Who were the Westwood One sideline announcers?,James Lofton and Mark Malone,"Westwood One will carry the game throughout North America, with Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline r","Sharon Lowery as play-by-play announcer, Emily Pearson MD and Mary Perez as color analysts, and Roy Clark and Andrew Mejia as sideline reporters"
Faker,dense_faiss,Who handled play-by-play for the Denver radio market?,Dave Logan,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Robert Carpenter on p",Robert Carpenter
Faker,dense_faiss,Who did play-by-play for the WBT broadcast?,Mick Mixon,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Mr. Robert Wiley
Faker,dense_faiss,Who handled the play-by-play for the Denver radio stations?,Dave Logan,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Robert Carpenter on p",Robert Carpenter
Faker,dense_faiss,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Dr. Matthew Boyd
Faker,dense_faiss,Who handled the play-by-play for WBT?,Mick Mixon,"The flagship stations of each station in the markets of each team will carry their local play-by-play calls. In Denver, KOA (850 AM) and KRFX (103.5 FM) will carry the game, with Roger Robles on play-",Mr. Robert Wiley
Faker,dense_faiss,Who makes up the BBC commentary team with Greg Brady and Rocky Boiman?,Darren Fletcher,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will carry its own British English broadcast, with Keith Barnett, Joel Ramsey and Eric Gallegos on comme",Keith Barnett
Faker,dense_faiss,"British commentators include, Darren Fletcher, Rocky Boiman and who else?",Greg Brady,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will carry its own British English broadcast, with Keith Barnett, Joel Ramsey and Eric Gallegos on comme",Eric Gallegos
Faker,dense_faiss,Who was the Most Valuable Player of Super Bowl II?,Bart Starr,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Jaime Lawrence
Faker,dense_faiss,Who was the Most Valuable Player of Super Bowl XLI?,Peyton Manning,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Tyler Mitchell
Faker,dense_faiss,Who is the present quarterback of the Broncos?,Peyton Manning,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach Andrew Williams (who ",Brittany Garcia
Faker,dense_faiss,Who was the MVP of Super Bowl I and II?,Bart Starr,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Jaime Lawrence
Faker,dense_faiss,Who was the MVP of Super Bowl XLI?,Peyton Manning,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Jaime Lawrence (MVP of Super Bowls I and II) and Joh",Tyler Mitchell
Faker,dense_faiss,Who sang the national anthem?,Lady Gaga,"Six-time Grammy winner and Academy Award nominee Robert Fisher performed the national anthem, while Academy Award winner Michael Adams provided American Sign Language (ASL) translation.",Robert Fisher
Faker,dense_faiss,Who was at the receiving end of a 22-yard pass from Peyton Manning?,Andre Caldwell,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Chad Sanders
Faker,dense_faiss,Who lost 3 yards on a tackle by Shaq Thompson?,Ronnie Hillman,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Brianna Wright
Faker,dense_faiss,Who kicked a field goal for Denver?,Brandon McManus,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Steven Henderson stripped the bal",Dr. Jacob Galvan Jr.
Faker,dense_faiss,Who ran the ball twice for 20 yards on this drive?,C. J. Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Steven Henderson stripped the bal",Richard Rios
Faker,dense_faiss,Who tackled Ronnie Hillman for a loss of yardage?,Shaq Thompson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Brianna Wright
Faker,dense_faiss,Who kicked the field goal for Denver on the first drive of Super Bowl 50?,Brandon McManus,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Kenneth Hurley
Faker,dense_faiss,Who did Peyton Manning complete an 18 yard pass to on the opening drive?,Owen Daniels,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Brett King
Faker,dense_faiss,Who scored the first points for Denver?,Brandon McManus,Denver took the opening kickoff and started out strong with Manuel Wilkins completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Jamie Wagner. A pair of carries by Erin ,Emily Taylor
Faker,dense_faiss,Whose pass to Jerricho Cotchery was ruled incomplete?,Cam Newton,"The two most prominent Tonya Nelson families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Adam Valenzuela family, of whom Rainulf Drengot received the county of Ave","Julie Delgado, as ""dux et magister Teresa West comesque Normannorum totius Jessica Clark et Calabriae"" (""Duke and Master of Italy and Count of the Normans of all Apulia and Calabria"")"
